  150.7352613654  143.6391476220    4.0000000000
  148.1775381434  140.5640106869    4.0000000000
  148.1775381434  140.5640106869    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  152.1198176880  139.8859539100    4.0000000000
  152.1198176880  139.8859539100    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  154.6782790349  142.9619305901    4.0000000000
  154.6782790349  142.9619305901    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  153.2929845874  146.7142845571    4.0000000000
  153.2929845874  146.7142845571    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  149.3516720888  147.3920867320    4.0000000000
  149.3516720888  147.3920867320    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  146.7932107419  144.3161100520    4.0000000000
  146.7932107419  144.3161100520    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

  150.7352613654  143.6391476220    4.0000000000
  148.1775381434  140.5640106869    4.0000000000
  148.1775381434  140.5640106869    6.0000000000
  150.7352613654  143.6391476220    6.0000000000

