  143.6391476220  149.2647386346   84.0000000000
  139.6561140074  148.8988718894   84.0000000000
  139.6561140074  148.8988718894   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  141.9637642878  145.6326645807   84.0000000000
  141.9637642878  145.6326645807   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  145.9479136248  145.9986031821   84.0000000000
  145.9479136248  145.9986031821   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  147.6221812366  149.6306053798   84.0000000000
  147.6221812366  149.6306053798   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  145.3140271822  152.8976765241   84.0000000000
  145.3140271822  152.8976765241   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  141.3298778451  152.5317379226   84.0000000000
  141.3298778451  152.5317379226   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

  143.6391476220  149.2647386346   84.0000000000
  139.6561140074  148.8988718894   84.0000000000
  139.6561140074  148.8988718894   86.0000000000
  143.6391476220  149.2647386346   86.0000000000

